Aaliyah,Alaiyah
Virginia,Ginny
Vivian,Viv
Vivian,Vivianne
Vivian,Vivien
Vivian,Vivienne
Wanda,Wendy
Wilhelmina,Mindy
Wilhelmina,Minnie
Wilhelmina,Vilma
Wilhelmina,Wilma
Aaron,Aron
Aaron,Arran
Aaron,Haroun
Abraham,Abe
Abraham,Abram
Abraham,Abramo
Abraham,Ibrahim
Adam,Adamo
Adam,Addam
Adam,Addamo
Adolph,Adolf
Adolph,Adolfo
Adrian,Adriano
Adrian,Adrien
Adrian,Hadrian
Aidan,Aiden
Aidan,Aidyn
Alan,Alano
Alan,Albie
Alan,Alen
Alan,Allan
Alan,Allen
Alastair,Alister
Alastair,Allister
Alastair,Alistair
Alastair,Allistair
Albert,Alberto
Albert,Bert
Albert,Bertie
Albert,Burt
Alexander,Alec
Alexander,Aleksandar
Alexander,Aleksander
Alexander,Aleksandr
Alexander,Alessandro
Alexander,Alexandre
Alexander,Alexandros
Alexander,Alexandrovich
Alexander,Alexi
Alexander,Alexnder
Alexander,Alick
Alexander,Lexi
Alexander,Zandra
Alfred,Alf
Alfred,Alfee
Alfred,Alfie
Alfred,Alfreda
Alfred,Alfredo
Alfred,Fred
Alfred,Fredo
Alfred,Freddo
Alphonso,Affie
Alvin,Alveen
Alvin,Alwine
Alvin,Alwyn
Andrew,Andre
Andrew,Andreas
Andrew,Andy
Andrew,Drew
Angus,Gus
Anthony,Anthon
Anthony,Anthoney
Anthony,Anthoni
Anthony,Anthonie
Anthony,Anthonious
Anthony,Anthonius
Anthony,Anthoy
Anthony,Antionus
Anthony,Anton
Anthony,Antone
Anthony,Antoni
Anthony,Antonio
Anthony,Antony
Anthony,Toni
Anthony,Tony
Archibald,Arch
Archibald,Archie
Archibald,Archiebald
Archibald,Archer
Arnold,Arney
Arnold,Arnie
Arren,Aron
Arren,Aren
Arthur,Art
Arthur,Artie
Arthur,Artur
Arthur,Arturo
Arthur,Athur
Arthur,Auther
Arthur,Autther
Augustine,Agosto
Augustine,Augie
Augustine,August
Augustine,Auguste
Augustine,Augustus
Augustine,Austen
Augustine,Austin
Aurelius,Aurelio
Axel,Aksel
Bailey,Bailley
Barnabas,Barnaby
Barnabas,Barnie
Barnabas,Barny
Barry,Barrie
Bartholomew,Bart
Bartholomew,Barth
Bartholomew,Bartie
Bartholomew,Bartolomeo
Basil,Basileus
Basil,Vassily
Barkly,Barkely
Bayley,Bailey
Benedict,Benedetto
Benedict,Benito
Benjamin,Ben
Benjamin,Benji
Benjamin,Benjy
Benjamin,Bennie
Bernard,Barnard
Bernard,Barney
Bernard,Benardus
Bernard,Berhardt
Bernard,Bernardo
Bernard,Bernhard
Bernard,Bernhardt
Bernard,Bernie
Bernard,Berny
Bernard,Birney
Bertram,Bertrand
Bjorn,Bourne
Blaize,Blaze
Blake,Blayke
Bradley,Brad
Brambley,Bramley
Braiden,Braedon
Braiden,Brayden
Braiden,Braydon
Braiden,Bryden
Braiden,Brydon
Brendan,Brandon
Brett,Bred
Brett,Bratt
Brian,Brien
Brian,Briant
Brian,Bryan
Brian,Bryant
Brodie,Brodee
Brodie,Brody
Brice,Bryce
Bruce,Bruse
Cain,Cayn
Calvin,Cal
Campbell,Cambell
Cecil,Cec
Cecil,Cece
Cedric,Cedrick
Cedric,Sedrick
Charles,Carl
Charles,Carle
Charles,Carlo
Charles,Carlos
Charles,Charley
Charles,Charlie
Charles,Chas
Charles,Chick
Charles,Chuck
Charles,Karl
Charles,Karlis
Chester,Ches
Chester,Chet
Christian,Christiaan
Christian,Kristian
Christian,Krystian
Christopher,Chris
Christopher,Cristoforo
Christopher,Kris
Christopher,Kristofer
Christopher,Kristophe
Clark,Clerk
Claude,Claud
Claude,Claudio
Clement,Clem
Clement,Clemence
Clement,Clements
Clifford,Clif
Clifford,Cliff
Clifford,Cliford
Colin,Collin
Connor,Conner
Conrad,Cort
Conrad,Konrad
Corey,Cory
Cornelius,Corneilious
Cornelius,Cornelious
Curtis,Curt
Curtis,Kurt
Curtis,Kurtis
Daniel,Dan
Daniel,Danial
Daniel,Dannie
Daniel,Danny
Daniel,Daniele
Daniel,Danjel
Darby,Derby
Darcie,Darcy
Darryl,Darlene
Darryl,Darrell
Darryl,Darryle
Darryl,Daryl
David,Dave
David,Davie
David,Davy
David,Taffy
Deakin,Deakyn
Dean,Daen
Declan,Declen
Dennis,Denis
Dennis,Denney
Dennis,Dennie
Dennis,Denny
Dennis,Denys
Dennis,Dion
Derrick,Derek
Derrick,Dirk
Dimitri,Dimitrios
Dimitri,Demetrios
Dimitri,Demetrius
Dimitri,Demitrios
Dimitri,Dimitr
Dimitri,Dimitry
Dominic,Dom
Donald,Don
Donald,Donnie
Donald,Donny
Douglas,Doug
Douglas,Douglass
Douglas,Dugald
Dylan,Dillon
Earl,Errol
Edward,Ed
Edward,Edd
Edward,Eddie
Edward,Eddy
Edward,Edgar
Edward,Edmond
Edward,Edmund
Edward,Eduardo
Edward,Edw
Edward,Edwards
Edward,Edwark
Edward,Edwin
Edward,Ned
Edward,Ted
Edward,Teddie
Edward,Teddy
Elbert,Elbie
Elijah,Eli
Elijah,Elias
Elijah,Ellis
Elijah,Ely
Emil,Emilio
Emmanuel,Emanuel
Emmanuel,Emanuele
Emmanuel,Emanuelle
Emmanuel,Mannie
Emmanuel,Manny
Elton,Elten
Erasmus,Ras
Eric,Erik
Ernest,Earnest
Ernest,Earnie
Ernest,Ern
Ernest,Ernie
Ernest,Ernst
Ernest,Erny
Erwin,Irwin
Evan,Evans
Evan,Ewan
Evan,Ewen
Evan,Owen
Everett,Ev
Fergus,Ferguss
Finlay,Finley
Fitzerald,Fitch
Fitzerald,Fitz
Florian,Floria
Florian,Flo
Flynn,Flinn
Francis,Fannie
Francis,Fanny
Francis,Fran
Francis,Frances
Francis,Francesco
Francis,Francie
Francis,Francisco
Francis,Francy
Francis,Frank
Francis,Franklin
Francis,Frans
Francis,Franz
Frederick,Federico
Frederick,Freddie
Frederick,Freddy
Frederick,Frederich
Frederick,Frederikus
Frederick,Fredrick
Frederick,Friedrich
Frederick,Frierich
Gabriel,Gabby
Gabriel,Gabe
Gabriel,Gabriele
Gabriel,Gabrile
Gabriel,Gae
Gabriel,Gai
Gabriel,Gale
Gabriel,Gay
Garth,Gart
Gary,Garrie
Gary,Garry
Geoffrey,Gefery
Geoffrey,Geff
Geoffrey,Geffrey
Geoffrey,Geof
Geoffrey,Geoferry
Geoffrey,Geoff
Geoffrey,Geoffery
Geoffrey,Geoffori
Geoffrey,Geoffory
Geoffrey,Geoffre
Geoffrey,Geoffry
Geoffrey,Geofrey
Geoffrey,Godfrey
Geoffrey,Jefery
Geoffrey,Jeff
Geoffrey,Jefferey
Geoffrey,Jefferie
Geoffrey,Jeffery
Geoffrey,Jefforey
Geoffrey,Jeffory
Geoffrey,Jeffre
Geoffrey,Jeffree
Geoffrey,Jeffrey
Geoffrey,Jeffreys
Geoffrey,Jeffries
Geoffrey,Jeffry
Geoffrey,Jeof
Geoffrey,Jeoffrey
George,Giorgio
George,Jeorje
George,Jorge
Gerard,Gerald
Gerard,Geraldine
Gerard,Geraud
Gerard,Gerry
Gerard,Giraldo
Gerard,Jerard
Gerard,Jerry
Gilbert,Gil
Gilbert,Gilberto
Gilbert,Gill
Gordon,Gordie
Gordon,Gordy
Graham,Graeme
Graham,Grahame
Gregory,Gredory
Gregory,Greg
Gregory,Gregery
Gregory,Gregg
Gregory,Greggory
Gregory,Gregor
Gregory,Gregorie
Gregory,Gregorio
Gregory,Gregorius
Gregory,Greigory
Griffin,Gryffin
Hayden,Haiden
Heinrich,Heindrich
Heinrich,Hendrick
Henry,Enrico
Henry,Hal
Henry,Hank
Henry,Harold
Henry,Harrie
Henry,Hari
Henry,Harry
Henry,Henrey
Herbert,Herb
Herbert,Herbie
Herbert,Herby
Herman,Herm
Howe,Howell
Hubert,Huey
Hubert,Hugh
Hubert,Hughey
Hubert,Hughie
Hubert,Hugo
Hubert,Uberto
Hubert,Ugo
Ian,Aian
Ian,Ean
Ian,Eoin
Ian,Eon
Ian,Iain
Igor,Igors
Iliya,Ilja
Isaac,Izaac
Isaac,Ike
Isaac,Isak
Ives,Yves
Jacob,Cob
Jacob,Giacobo
Jacob,Giacomo
Jacob,Iacovo
Jacob,Jacobe
Jacob,Jacobs
Jacob,Jake
Jacob,Jakob
Jacob,Jekabs
Jacob,Jacobie
Jacob,Jaykob
James,Giuseppi
James,Jamie
James,Jas
James,Jim
James,Jimmie
James,Jimmy
Jason,Jay
Jason,Jaxson
Jeremy,Geramy
Jeremy,Jerome
Jeremy,Jeremiah
John,Giovanni
John,Ivan
John,Jac
John,Jack
John,Jacques
John,Jaques
John,Johnni
John,Johnnie
John,Johnny
John,Jon
Jaden,Jayden
Jaiden,Jai
Jared,Jarod
Jared,Jarred
Jared,Jarrod
Jared,Jarryd
Jarvis,Jervis
Jed,Jett
Jesse,Jess
Jonathon,Jonah
Jonathon,Johnathan
Jonathon,Johnathon
Jonathon,Jonathan
Jonathon,Johnathon
Joseph,Fifi
Joseph,Giuseppe
Joseph,Joe
Joseph,Joey
Joseph,Joie
Joseph,Jos
Joseph,Josef
Joseph,Joszef
Joseph,Jozef
Joshua,Josh
Julian,Jule
Julian,Jules
Julian,Julio
Julian,Julius
Julian,Jullianne
Jurgen,Yeurgen
Jurgen,Yurgen
Kai,Ky
Kai,Kye
Kale,Kayle
Kane,Kayne
Kerry,Carey
Kerry,Cary
Kerry,Kerri
Kevin,Kevan
Kevin,Keven
Kevin,Kevern
Kieran,Kieren
Kobe,Cobe
Koben,Coben
Kody,Cody
Kristo,Christo
Lancelot,Lance
Lawrence,Lannie
Lawrence,Larry
Lawrence,Lars
Lawrence,Lary
Lawrence,Laurance
Lawrence,Laurence
Lawrence,Laurens
Lawrence,Laurenz
Lawrence,Laurie
Lawrence,Lawrie
Lawrence,Lawry
Lawrence,Lorence
Lawrence,Lorenz
Lawrence,Lorrie
Lawrence,Lourence
Lawrence,Lourens
Lazarus,Laz
Lee,Leigh
Leonard,Len
Leonard,Lenard
Leonard,Lenn
Leonard,Lennard
Leonard,Lennie
Leonard,Lenny
Leonard,Leo
Leonard,Leon
Leonard,Leonardo
Leonard,Leonhard
Leonard,Leone
Leroy,Roi
Leroy,Roy
Leslie,Les
Leslie,Leslee
Leslie,Leslei
Leslie,Lesleigh
Leslie,Lesley
Leslie,Lesly
Lester,Leicester
Lester,Leister
Lewis,Aloysius
Lewis,Lew
Lewis,Lodovico
Lewis,Lou
Lewis,Loui
Lewis,Louis
Lewis,Ludwig
Lewis,Luigi
Lewis,Levi
Lucas,Lic
Lucas,Luca
Lucas,Luka
Lucas,Lukas
Lucas,Luke
Lucas,Luc
Lucas,Lucian
Lucas,Luciano
Mackenzie,Makenzie
Mackinley,Makinley
Malcolm,Calum
Malcolm,Mal
Malcolm,Malcom
Malcolm,Malcombe
Marcus,Markus
Marius,Mariusz
Mark,Marco
Mark,Marc
Mark,Marko
Martin,Marten
Martin,Martino
Martin,Marty
Matthew,Mat
Matthew,Matheus
Matthew,Mathew
Matthew,Mathews
Matthew,Mathias
Matthew,Matt
Matthew,Matteo
Matthew,Mattheus
Matthew,Mattheo
Maurice,Maurits
Maurice,Morey
Maxwell,Max
Maxwell,Maxim
Maxwell,Maximillan
Maxwell,Maxin
Michael,Micah
Mohammad,Mohamad
Mohammad,Mouhammad
Neal,Gneil
Neal,Gniel
Neal,Neale
Neal,Neil
Neal,Neill
Neal,Niels
Neville,Nevil
Neville,Nevile
Nicholas,Claus
Nicholas,Cole
Nicholas,Klaus
Nicholas,Nic
Nicholas,Nichalas
Nicholas,Nick
Nicholas,Nicklaas
Nicholas,Nicklas
Nicholas,Nicol
Nicholas,Nicolaas
Nicholas,Nicolas
Nicholas,Nicolhas
Nicholas,Nicolo
Nicholas,Nikolaus
Noel,Noelland
Noel,Nolan
Noel,Nowell
Norman,Norm
Norman,Normand
Oliver,Olie
Oliver,Ollie
Oscar,Ossie
Oscar,Oskar
Patrick,Paddy
Patrick,Pat
Paul,Pablo
Paul,Paolo
Peter,Pedro
Peter,Pete
Peter,Petee
Peter,Pieter
Peter,Petro
Peter,Piedro
Peter,Perre
Peter,Pietro
Percy,Perc
Percy,Perceval
Percy,Percival
Percy,Piesse
Phillip,Felip
Phillip,Felipa
Phillip,Filip
Phillip,Filippo
Phillip,Phil
Phillip,Philip
Phillip,Philipp
Phillip,Philipps
Phillip,Phillipp
Phillip,Phillipps
Phillip,Phillips
Ralph,Raoul
Ralph,Rolf
Randolph,Randall
Randolph,Randell
Randolph,Randolf
Randolph,Randy
Raphael,Ralphael
Raphael,Raphel
Raphael,Raph
Raymond,Rae
Raymond,Raemonde
Raymond,Raman
Raymond,Ramie
Raymond,Ramon
Raymond,Ramond
Raymond,Ray
Raymond,Raye
Raymond,Raymand
Raymond,Raymen
Raymond,Rayment
Raymond,Raymon
Raymond,Raymonde
Raymond,Raymont
Raymond,Raymund
Raymond,Rey
Raymond,Reymond
Reginald,Reg
Reginald,Reggie
Reginald,Regginald
Reginald,Reginal
Reginald,Reginold
Reginald,Regional
Reginald,Reinald
Reginald,Renato
Reginald,Rheinholdt
Reginald,Rignold
Reginald,Rinaldo
Reuben,Ruben
Richard,Rich
Richard,Dick
Richard,Reich
Richard,Ricard
Richard,Riccardo
Richard,Richards
Richard,Richerd
Richard,Richie
Richard,Rick
Richard,Ritch
Richard,Ritchad
Richard,Ritchard
Richard,Ritchie
Riley,Ryley
Robert,Bob
Robert,Bobby
Robert,Rob
Robert,Robb
Robert,Robbie
Robert,Robby
Robert,Roberto
Robert,Robt
Robert,Rupert
Robin,Robbin
Rodney,Rod
Roger,Rodger
Roger,Rog
Roland,Orlando
Roland,Roalan
Roland,Rolando
Roland,Rolland
Roland,Rollie
Roland,Rollo
Roland,Rolly
Roland,Rowland
Ronald,Ron
Ronald,Ronie
Ronald,Ronney
Ronald,Ronnie
Ronald,Ronny
Rudolph,Dolf
Rudolph,Rolph
Rudolph,Rud
Rudolph,Ruddy
Rudolph,Rudi
Rudolph,Rudolf
Rudolph,Rudolfo
Rudolph,Rudy
Russell,Rusell
Russell,Russ
Russell,Russel
Russell,Russyl
Russell,Rustell
Samuel,Samie
Samuel,Sammy
Samuel,Samual
Samuel,Samir
Sebastian,Seb
Shane,Shaun
Shane,Shawn
Shane,Sean
Siegfried,Seigeried
Siegfried,Seigried
Siegfried,Siegfrid
Siegfried,Siegried
Siegfried,Sigfried
Siegmund,Sigmund
Siegmund,Zigmund
Sidney,Sid
Sidney,Siddney
Sidney,Syd
Sidney,Sydenham
Sidney,Sydmin
Sidney,Sydney
Silvester,Sylvester
Simon,Simeon
Simon,Simmie
Solomon,Sol
Stanley,Stan
Stephen,Steven
Stephen,Etienne
Stephen,Stefano
Stephen,Stephene
Stephen,Stevan
Stephen,Steve
Stephen,Stiven
Stephen,Stephan
Stephen,Stefan
Stephen,Stefen
Stuart,Stew
Stuart,Steward
Stuart,Stewart
Stuart,Stu
Terrence,Terance
Terrence,Terence
Terrence,Terrance
Terrence,Terrens
Terrence,Terry
Thaddeus,Tad
Thaddeus,Taddeo
Theodore,Theo
Theodore,Theodor
Theodore,Theodorius
Theodore,Theodorus
Theodore,Theodourus
Theodore,Theofilos
Theodore,Theophilus
Thomas,Tam
Thomas,Tom
Thomas,Tomasco
Thomas,Tomasz
Thomas,Tommie
Thomas,Tommy
Thomas,Tomme
Thor,Tor
Timothy,Tim
Timothy,Timmy
Timothy,Timotheo
Tobias,Tobie
Tobias,Toby
Todd,Tod
Travis,Traver
Travis,Travers
Tristan,Trystan
Troy,Troi
Taylor,Tayler
Taylor,Tyler
Tyron,Tyrone
Valentin,Valda
Valentin,Valentine
Valentin,Valentino
Valerian,Velerijan
Victor,Vic
Victor,Vittorio
Vincent,Vin
Vincent,Vince
Vincent,Vincente
Vincent,Vinnie
Walentin,Walenty
Wallace,Wal
Wallace,Walch
Wallace,Walley
Wallace,Wallie
Wallace,Wallis
Wallace,Wally
Wallace,Walsh
Wallace,Welch
Wallace,Welsh
Walter,Gualtiero
Walter,Walt
Walter,Wat
Warwick,Warrick
Wesley,Wes
Wesley,Wess
Wesley,Westleigh
Wesley,Westley
William,Bill
William,Billie
William,Billy
William,Guglielmo
William,Vassileos
William,Wiley
William,Wilheim
William,Wilhelm
William,Wilie
William,Wil
William,Will
William,Willem
William,Willi
William,Willy
Winifred,Winnie
Winifred,Winny
Woorward,Woodworth
Yousef,Youssef
Yvan,Ivan
Zachary,Zac
Zachary,Zach
Zachary,Zack
Zachary,Zachariah
Zachary,Zakariah
